Customer ID,Product,Month,Active Days,Sessions,Product Actions,Collaborators,Integrations Used
CUST01159,Loom,2023-05,12,30,192,10,8
CUST01160,Confluence,2023-01,7,17,94,16,3
CUST01160,Confluence,2023-02,10,17,53,12,3
CUST01160,Confluence,2023-03,10,17,57,14,2
CUST01160,Confluence,2023-04,9,22,99,16,3
CUST01160,Confluence,2023-05,5,8,40,7,2
CUST01161,Jira,2023-01,14,27,91,15,6
CUST01161,Jira,2023-02,14,28,152,12,3
CUST01161,Jira,2023-03,20,33,242,11,3
CUST01161,Jira,2023-04,10,25,89,9,2
CUST01161,Jira,2023-05,15,32,237,11,6
CUST01162,Confluence,2023-01,7,17,84,11,5
CUST01162,Confluence,2023-02,7,13,57,6,4
CUST01162,Confluence,2023-03,8,16,96,6,4
CUST01162,Confluence,2023-04,10,22,109,7,5
CUST01162,Confluence,2023-05,9,18,55,7,3
CUST01163,Loom,2023-01,4,8,62,11,1
CUST01163,Loom,2023-02,5,12,91,13,3
CUST01163,Loom,2023-03,5,13,85,10,2
CUST01163,Loom,2023-04,3,6,45,5,4
CUST01163,Loom,2023-05,7,16,105,10,4
CUST01164,Loom,2023-01,6,11,43,14,2
CUST01164,Loom,2023-02,6,15,87,8,3
CUST01164,Loom,2023-03,4,9,73,15,2
CUST01164,Loom,2023-04,7,17,55,7,3
CUST01164,Loom,2023-05,10,18,94,8,3
CUST01165,Bitbucket,2023-01,6,11,45,14,2
CUST01165,Bitbucket,2023-02,4,8,24,4,3
CUST01165,Bitbucket,2023-03,3,9,50,10,5
CUST01165,Bitbucket,2023-04,5,11,84,13,1
CUST01165,Bitbucket,2023-05,6,12,66,11,0
CUST01166,Confluence,2023-01,8,18,89,6,5
CUST01166,Confluence,2023-02,16,26,84,7,4
CUST01166,Confluence,2023-03,13,23,122,9,7
CUST01166,Confluence,2023-04,12,24,91,11,6
CUST01166,Confluence,2023-05,14,23,158,13,5
CUST01167,Jira,2023-01,8,17,101,10,4
CUST01167,Jira,2023-02,9,18,66,8,4
CUST01167,Jira,2023-03,8,16,67,11,5
CUST01167,Jira,2023-04,10,16,109,17,3
CUST01167,Jira,2023-05,12,20,75,14,4
CUST01168,Bitbucket,2023-01,6,13,74,9,1
CUST01168,Bitbucket,2023-02,6,10,54,5,1
CUST01168,Bitbucket,2023-03,4,8,31,8,1
CUST01168,Bitbucket,2023-04,8,13,79,8,0
CUST01168,Bitbucket,2023-05,5,11,59,9,1
CUST01169,Confluence,2023-01,7,15,72,14,0
CUST01169,Confluence,2023-02,7,12,97,10,2
CUST01169,Confluence,2023-03,6,14,48,7,4
CUST01169,Confluence,2023-04,7,12,53,6,1
CUST01169,Confluence,2023-05,6,10,34,9,2
CUST01170,Loom,2023-01,3,5,23,11,2
CUST01170,Loom,2023-02,4,8,46,11,4
CUST01170,Loom,2023-03,2,4,25,8,3
CUST01170,Loom,2023-04,5,12,48,15,3
CUST01170,Loom,2023-05,5,13,101,10,3
CUST01171,Confluence,2023-01,9,15,107,7,3
CUST01171,Confluence,2023-02,7,16,76,16,6
CUST01171,Confluence,2023-03,9,16,101,10,5
CUST01171,Confluence,2023-04,4,10,31,6,5
CUST01171,Confluence,2023-05,10,19,77,12,3
CUST01172,Trello,2023-01,6,15,83,8,3
CUST01172,Trello,2023-02,5,14,60,14,4
CUST01172,Trello,2023-03,7,11,77,9,3
CUST01172,Trello,2023-04,5,9,47,11,3
CUST01172,Trello,2023-05,6,11,78,13,1
CUST01173,Trello,2023-01,9,18,144,17,2
CUST01173,Trello,2023-02,10,21,124,16,3
CUST01173,Trello,2023-03,14,24,100,13,1
CUST01173,Trello,2023-04,9,22,96,6,4
CUST01173,Trello,2023-05,10,17,51,8,3
CUST01174,Trello,2023-01,10,18,110,13,1
CUST01174,Trello,2023-02,15,26,96,15,3
CUST01174,Trello,2023-03,12,27,139,17,4
CUST01174,Trello,2023-04,13,31,237,17,1
CUST01174,Trello,2023-05,11,26,202,7,3
CUST01175,Jira,2023-01,13,27,166,11,7
CUST01175,Jira,2023-02,9,24,146,19,6
CUST01175,Jira,2023-03,10,21,160,16,8
CUST01175,Jira,2023-04,16,30,252,19,8
CUST01175,Jira,2023-05,13,22,72,6,7
CUST01176,Trello,2023-01,7,11,84,9,4
CUST01176,Trello,2023-02,12,20,74,8,0
CUST01176,Trello,2023-03,5,12,74,12,3
CUST01176,Trello,2023-04,9,18,127,8,3
CUST01176,Trello,2023-05,6,14,61,7,5
CUST01177,Loom,2023-01,11,21,76,12,7
CUST01177,Loom,2023-02,13,29,115,18,8
CUST01177,Loom,2023-03,15,25,84,15,6
CUST01177,Loom,2023-04,9,18,114,16,7
CUST01177,Loom,2023-05,11,28,111,14,7
CUST01178,Jira,2023-01,15,29,222,15,4
CUST01178,Jira,2023-02,21,36,182,8,5
CUST01178,Jira,2023-03,15,36,190,12,4
CUST01178,Jira,2023-04,22,41,271,15,4
CUST01178,Jira,2023-05,17,44,324,11,4
CUST01179,Confluence,2023-01,9,21,94,17,3
CUST01179,Confluence,2023-02,9,15,81,7,1
CUST01179,Confluence,2023-03,9,20,93,13,1
CUST01179,Confluence,2023-04,7,17,54,5,2
CUST01179,Confluence,2023-05,11,21,63,14,2
CUST01180,Jira,2023-01,12,27,186,9,3
CUST01180,Jira,2023-02,15,32,99,10,2
CUST01180,Jira,2023-03,18,33,124,11,4
CUST01180,Jira,2023-04,17,28,137,14,2
CUST01180,Jira,2023-05,15,26,94,16,4
CUST01181,Confluence,2023-01,8,16,83,9,3
CUST01181,Confluence,2023-02,9,15,48,12,6
CUST01181,Confluence,2023-03,5,10,61,10,1
CUST01181,Confluence,2023-04,11,24,119,10,4
CUST01181,Confluence,2023-05,10,18,74,16,5
CUST01182,Jira,2023-01,3,7,33,11,4
CUST01182,Jira,2023-02,3,7,47,8,3
CUST01182,Jira,2023-03,5,10,80,15,2
CUST01182,Jira,2023-04,4,6,29,13,3
CUST01182,Jira,2023-05,6,10,54,7,1
CUST01183,Trello,2023-01,4,11,84,11,0
CUST01183,Trello,2023-02,4,8,28,12,2
CUST01183,Trello,2023-03,3,7,44,5,3
CUST01183,Trello,2023-04,7,12,43,6,4
CUST01183,Trello,2023-05,5,12,60,11,2
CUST01184,Loom,2023-01,7,12,82,10,2
CUST01184,Loom,2023-02,10,19,70,9,0
CUST01184,Loom,2023-03,5,8,35,12,2
CUST01184,Loom,2023-04,6,13,87,9,0
CUST01184,Loom,2023-05,6,10,43,7,0
CUST01185,Trello,2023-01,18,34,190,7,6
CUST01185,Trello,2023-02,11,29,152,9,6
CUST01185,Trello,2023-03,10,25,132,7,5
CUST01185,Trello,2023-04,14,26,188,16,4
CUST01185,Trello,2023-05,10,25,195,12,5
CUST01186,Trello,2023-01,6,10,50,10,0
CUST01186,Trello,2023-02,4,7,53,9,2
CUST01186,Trello,2023-03,2,5,36,10,1
CUST01186,Trello,2023-04,2,4,21,9,3
CUST01186,Trello,2023-05,4,9,61,14,3
CUST01187,Loom,2023-01,4,10,61,13,1
CUST01187,Loom,2023-02,5,12,79,12,3
CUST01187,Loom,2023-03,2,4,30,11,2
CUST01187,Loom,2023-04,5,9,56,15,0
CUST01187,Loom,2023-05,4,6,31,10,1
CUST01188,Trello,2023-01,12,21,75,14,2
CUST01188,Trello,2023-02,7,17,88,8,4
CUST01188,Trello,2023-03,5,12,96,12,3
CUST01188,Trello,2023-04,8,14,50,13,4
CUST01188,Trello,2023-05,6,12,76,13,2
CUST01189,Jira,2023-01,14,29,156,13,5
CUST01189,Jira,2023-02,14,34,222,8,6
CUST01189,Jira,2023-03,17,30,135,10,7
CUST01189,Jira,2023-04,15,33,174,12,8
CUST01189,Jira,2023-05,12,28,118,12,6
CUST01190,Confluence,2023-01,6,16,69,7,1
CUST01190,Confluence,2023-02,11,25,126,14,1
CUST01190,Confluence,2023-03,7,13,45,8,1
CUST01190,Confluence,2023-04,12,23,79,17,3
CUST01190,Confluence,2023-05,8,18,61,6,1
CUST01191,Confluence,2023-01,6,11,75,15,0
CUST01191,Confluence,2023-02,4,9,71,14,1
CUST01191,Confluence,2023-03,4,6,33,11,1
CUST01191,Confluence,2023-04,5,11,84,15,1
CUST01191,Confluence,2023-05,7,13,82,9,0
CUST01192,Bitbucket,2023-01,11,24,156,7,3
CUST01192,Bitbucket,2023-02,12,21,94,9,6
CUST01192,Bitbucket,2023-03,8,20,117,6,6
CUST01192,Bitbucket,2023-04,9,20,152,16,8
CUST01192,Bitbucket,2023-05,15,25,193,8,7
CUST01193,Bitbucket,2023-01,18,36,301,15,8
CUST01193,Bitbucket,2023-02,14,33,205,15,4
CUST01193,Bitbucket,2023-03,21,35,118,11,6
CUST01193,Bitbucket,2023-04,13,33,124,12,8
CUST01193,Bitbucket,2023-05,15,33,109,9,6
CUST01194,Bitbucket,2023-01,7,14,96,8,1
CUST01194,Bitbucket,2023-02,6,15,72,6,2
CUST01194,Bitbucket,2023-03,6,14,60,11,1
CUST01194,Bitbucket,2023-04,9,18,146,9,0
CUST01194,Bitbucket,2023-05,10,18,101,11,2
CUST01195,Trello,2023-01,7,13,59,10,0
CUST01195,Trello,2023-02,8,15,68,13,1
CUST01195,Trello,2023-03,7,16,94,17,0
CUST01195,Trello,2023-04,6,13,60,12,0
CUST01195,Trello,2023-05,4,11,74,8,1
CUST01196,Confluence,2023-01,13,24,187,11,2
CUST01196,Confluence,2023-02,14,22,143,13,5
CUST01196,Confluence,2023-03,13,23,152,18,6
CUST01196,Confluence,2023-04,10,23,103,16,5
CUST01196,Confluence,2023-05,7,17,102,9,4
CUST01197,Bitbucket,2023-01,11,19,125,18,3
CUST01197,Bitbucket,2023-02,10,19,69,9,2
CUST01197,Bitbucket,2023-03,8,15,125,11,5
CUST01197,Bitbucket,2023-04,14,23,113,7,0
CUST01197,Bitbucket,2023-05,6,16,89,11,2
CUST01198,Trello,2023-01,15,27,207,11,1
CUST01198,Trello,2023-02,16,29,114,10,4
CUST01198,Trello,2023-03,12,24,173,8,5
CUST01198,Trello,2023-04,13,26,115,10,5
CUST01198,Trello,2023-05,14,26,110,8,4
CUST01199,Loom,2023-01,4,7,58,15,6
CUST01199,Loom,2023-02,2,3,19,5,7
CUST01199,Loom,2023-03,4,7,44,6,6
CUST01199,Loom,2023-04,1,2,11,7,4
CUST01199,Loom,2023-05,5,8,41,13,4
CUST01200,Jira,2023-01,7,15,46,11,3
CUST01200,Jira,2023-02,7,13,82,15,0
CUST01200,Jira,2023-03,5,13,105,6,2
CUST01200,Jira,2023-04,11,20,95,8,3
CUST01200,Jira,2023-05,8,15,60,10,1
CUST01201,Bitbucket,2023-01,16,27,103,13,2
CUST01201,Bitbucket,2023-02,7,15,74,7,5
CUST01201,Bitbucket,2023-03,9,20,117,17,4
CUST01201,Bitbucket,2023-04,9,16,56,9,5
CUST01201,Bitbucket,2023-05,13,25,153,11,5
CUST01202,Confluence,2023-01,9,21,177,15,0
CUST01202,Confluence,2023-02,9,20,164,18,2
CUST01202,Confluence,2023-03,10,16,87,14,4
CUST01202,Confluence,2023-04,7,14,91,8,4
CUST01202,Confluence,2023-05,7,19,140,17,3
CUST01203,Jira,2023-01,21,36,126,12,2
CUST01203,Jira,2023-02,20,38,129,6,2
CUST01203,Jira,2023-03,16,38,197,12,2
CUST01203,Jira,2023-04,17,37,308,19,4
CUST01203,Jira,2023-05,22,37,220,15,1
CUST01204,Loom,2023-01,9,19,109,11,6
CUST01204,Loom,2023-02,7,16,116,9,5
CUST01204,Loom,2023-03,7,13,56,13,3
CUST01204,Loom,2023-04,10,17,125,17,4
CUST01204,Loom,2023-05,8,17,116,17,6
CUST01205,Jira,2023-01,4,8,24,8,3
CUST01205,Jira,2023-02,6,11,64,8,4
CUST01205,Jira,2023-03,5,10,41,6,5
CUST01205,Jira,2023-04,5,12,78,16,1
CUST01205,Jira,2023-05,3,5,35,9,4
CUST01206,Bitbucket,2023-01,4,8,64,9,0
CUST01206,Bitbucket,2023-02,6,12,59,7,0
CUST01206,Bitbucket,2023-03,4,9,40,14,4
CUST01206,Bitbucket,2023-04,7,12,79,15,3
CUST01206,Bitbucket,2023-05,6,12,64,12,3
CUST01207,Jira,2023-01,10,20,102,14,3
CUST01207,Jira,2023-02,13,22,116,9,2
CUST01207,Jira,2023-03,8,17,118,16,3
CUST01207,Jira,2023-04,12,20,130,14,0
CUST01207,Jira,2023-05,9,17,132,17,3
CUST01208,Confluence,2023-01,6,10,59,11,1
CUST01208,Confluence,2023-02,7,13,49,11,2
CUST01208,Confluence,2023-03,5,12,58,11,2
CUST01208,Confluence,2023-04,5,8,36,10,2
CUST01208,Confluence,2023-05,10,16,69,7,0
CUST01209,Confluence,2023-01,10,20,67,15,1
CUST01209,Confluence,2023-02,9,17,61,9,4
CUST01209,Confluence,2023-03,6,11,86,12,4
CUST01209,Confluence,2023-04,6,9,47,12,2
CUST01209,Confluence,2023-05,8,21,116,13,3
CUST01210,Loom,2023-01,18,35,204,10,6
CUST01210,Loom,2023-02,20,39,195,15,8
CUST01210,Loom,2023-03,21,36,300,10,5
CUST01210,Loom,2023-04,15,31,202,15,5
CUST01210,Loom,2023-05,17,41,269,15,3
CUST01211,Bitbucket,2023-01,9,17,96,12,4
CUST01211,Bitbucket,2023-02,5,14,96,8,5
CUST01211,Bitbucket,2023-03,6,14,56,8,5
CUST01211,Bitbucket,2023-04,5,12,74,15,4
CUST01211,Bitbucket,2023-05,11,18,55,6,6
CUST01212,Confluence,2023-01,4,8,62,6,0
CUST01212,Confluence,2023-02,2,3,23,8,0
CUST01212,Confluence,2023-03,1,1,5,5,0
CUST01212,Confluence,2023-04,4,6,40,10,2
CUST01212,Confluence,2023-05,2,4,18,11,1
CUST01213,Confluence,2023-01,12,24,143,7,4
CUST01213,Confluence,2023-02,10,25,196,9,4
CUST01213,Confluence,2023-03,14,28,152,19,6
CUST01213,Confluence,2023-04,13,26,165,7,2
CUST01213,Confluence,2023-05,20,34,199,14,3
CUST01214,Loom,2023-01,8,16,73,10,6
CUST01214,Loom,2023-02,6,12,65,7,3
CUST01214,Loom,2023-03,5,9,55,11,0
CUST01214,Loom,2023-04,6,11,58,6,1
CUST01214,Loom,2023-05,8,13,63,12,2
CUST01215,Jira,2023-01,16,30,117,10,3
CUST01215,Jira,2023-02,10,23,168,14,4
CUST01215,Jira,2023-03,13,31,262,16,1
CUST01215,Jira,2023-04,15,31,129,14,1
CUST01215,Jira,2023-05,17,29,135,11,2
CUST01216,Bitbucket,2023-01,9,20,87,7,0
CUST01216,Bitbucket,2023-02,7,17,69,13,3
CUST01216,Bitbucket,2023-03,8,15,72,10,1
CUST01216,Bitbucket,2023-04,6,15,104,9,4
CUST01216,Bitbucket,2023-05,6,13,82,6,3
CUST01217,Bitbucket,2023-01,7,12,90,16,4
CUST01217,Bitbucket,2023-02,8,18,97,6,2
CUST01217,Bitbucket,2023-03,10,18,57,10,3
CUST01217,Bitbucket,2023-04,8,13,100,10,1
CUST01217,Bitbucket,2023-05,5,11,82,10,0
CUST01218,Trello,2023-01,1,2,10,4,1
CUST01218,Trello,2023-02,4,8,35,7,0
CUST01218,Trello,2023-03,4,9,72,8,4
CUST01218,Trello,2023-04,2,5,15,9,5
CUST01218,Trello,2023-05,1,2,7,4,2
CUST01219,Bitbucket,2023-01,4,9,37,12,2
CUST01219,Bitbucket,2023-02,5,11,73,11,1
CUST01219,Bitbucket,2023-03,4,10,55,8,1
CUST01219,Bitbucket,2023-04,5,11,46,13,5
CUST01219,Bitbucket,2023-05,5,10,41,5,0
CUST01220,Bitbucket,2023-01,5,9,72,7,2
CUST01220,Bitbucket,2023-02,6,13,84,6,0
CUST01220,Bitbucket,2023-03,8,14,89,15,2
CUST01220,Bitbucket,2023-04,4,10,79,16,3
CUST01220,Bitbucket,2023-05,6,11,63,16,0
CUST01221,Confluence,2023-01,7,15,49,9,4
CUST01221,Confluence,2023-02,12,21,98,15,5
CUST01221,Confluence,2023-03,7,17,56,10,5
CUST01221,Confluence,2023-04,9,16,85,13,5
CUST01221,Confluence,2023-05,10,18,124,16,6
CUST01222,Bitbucket,2023-01,14,36,150,15,1
CUST01222,Bitbucket,2023-02,16,32,198,8,5
CUST01222,Bitbucket,2023-03,19,33,167,17,4
CUST01222,Bitbucket,2023-04,20,39,288,20,1
CUST01222,Bitbucket,2023-05,18,33,207,8,1
CUST01223,Confluence,2023-01,9,17,61,15,0
CUST01223,Confluence,2023-02,7,14,72,15,1
CUST01223,Confluence,2023-03,7,17,130,18,2
CUST01223,Confluence,2023-04,6,10,63,7,1
CUST01223,Confluence,2023-05,7,12,78,11,1
CUST01224,Bitbucket,2023-01,6,11,89,8,4
CUST01224,Bitbucket,2023-02,3,6,43,9,3
CUST01224,Bitbucket,2023-03,9,14,112,16,4
CUST01224,Bitbucket,2023-04,4,9,33,11,2
CUST01224,Bitbucket,2023-05,7,15,88,13,1
CUST01225,Trello,2023-01,20,39,286,12,3
CUST01225,Trello,2023-02,20,37,217,20,8
CUST01225,Trello,2023-03,25,42,342,14,8
CUST01225,Trello,2023-04,18,38,159,17,6
CUST01225,Trello,2023-05,18,42,132,18,6
CUST01226,Bitbucket,2023-01,11,18,95,11,3
CUST01226,Bitbucket,2023-02,12,23,72,6,0
CUST01226,Bitbucket,2023-03,11,26,193,16,0
CUST01226,Bitbucket,2023-04,12,21,137,13,0
CUST01226,Bitbucket,2023-05,8,17,52,9,2
CUST01227,Jira,2023-01,12,30,91,7,2
CUST01227,Jira,2023-02,14,26,190,7,3
CUST01227,Jira,2023-03,20,35,109,9,2
CUST01227,Jira,2023-04,16,37,225,9,4
CUST01227,Jira,2023-05,11,28,98,8,3
CUST01228,Jira,2023-01,15,30,199,17,3
CUST01228,Jira,2023-02,16,30,93,13,1
CUST01228,Jira,2023-03,15,28,100,13,4
CUST01228,Jira,2023-04,12,29,139,16,4
CUST01228,Jira,2023-05,17,35,157,9,2
CUST01229,Bitbucket,2023-01,12,27,175,12,3
CUST01229,Bitbucket,2023-02,13,27,189,11,4
CUST01229,Bitbucket,2023-03,15,27,97,11,4
CUST01229,Bitbucket,2023-04,10,20,117,11,6
CUST01229,Bitbucket,2023-05,11,26,120,17,4
CUST01229,Confluence,2023-01,10,17,111,9,3
CUST01229,Confluence,2023-02,9,16,95,12,2
CUST01229,Confluence,2023-03,5,12,47,7,5
CUST01229,Confluence,2023-04,6,14,78,16,5
CUST01229,Confluence,2023-05,8,13,108,8,5
CUST01230,Confluence,2023-01,19,32,197,13,4
CUST01230,Confluence,2023-02,11,24,76,12,8
CUST01230,Confluence,2023-03,11,28,167,16,4
CUST01230,Confluence,2023-04,10,24,146,18,3
CUST01230,Confluence,2023-05,11,24,75,5,5
CUST01231,Trello,2023-01,21,40,213,7,6
CUST01231,Trello,2023-02,17,41,213,14,6
CUST01231,Trello,2023-03,19,39,310,7,4
CUST01231,Trello,2023-04,20,42,314,12,2
CUST01231,Trello,2023-05,23,39,292,15,6
CUST01232,Confluence,2023-01,14,29,98,14,4
CUST01232,Confluence,2023-02,16,32,159,18,7
CUST01232,Confluence,2023-03,16,36,267,17,5
CUST01232,Confluence,2023-04,10,23,100,12,3
CUST01232,Confluence,2023-05,14,30,179,14,4
CUST01233,Bitbucket,2023-01,15,26,156,7,3
CUST01233,Bitbucket,2023-02,13,28,155,16,2
CUST01233,Bitbucket,2023-03,14,29,126,12,2
CUST01233,Bitbucket,2023-04,8,21,92,13,1
CUST01233,Bitbucket,2023-05,17,28,119,18,1
CUST01234,Jira,2023-01,4,8,56,14,2
CUST01234,Jira,2023-02,3,6,24,7,0
CUST01234,Jira,2023-03,4,10,39,13,0
CUST01234,Jira,2023-04,4,8,49,12,2
CUST01234,Jira,2023-05,8,14,91,15,2
CUST01235,Trello,2023-01,14,22,161,19,1
CUST01235,Trello,2023-02,7,18,101,12,2
CUST01235,Trello,2023-03,10,24,172,14,3
CUST01235,Trello,2023-04,9,24,92,9,3
CUST01235,Trello,2023-05,12,24,160,13,2
CUST01236,Confluence,2023-01,4,8,43,5,3
CUST01236,Confluence,2023-02,4,11,54,7,1
CUST01236,Confluence,2023-03,4,7,47,10,3
CUST01236,Confluence,2023-04,2,4,31,5,2
CUST01236,Confluence,2023-05,3,6,37,12,2
CUST01237,Jira,2023-01,11,20,155,18,4
CUST01237,Jira,2023-02,11,18,87,6,3
CUST01237,Jira,2023-03,12,23,160,9,4
CUST01237,Jira,2023-04,12,27,155,15,3
CUST01237,Jira,2023-05,9,20,162,11,3
CUST01238,Loom,2023-01,1,3,13,4,1
CUST01238,Loom,2023-02,2,4,18,7,5
CUST01238,Loom,2023-03,3,5,24,12,5
CUST01238,Loom,2023-04,3,6,44,8,1
CUST01238,Loom,2023-05,4,7,22,12,4
CUST01239,Loom,2023-01,5,12,62,10,5
CUST01239,Loom,2023-02,7,12,71,10,2
CUST01239,Loom,2023-03,5,13,86,6,3
CUST01239,Loom,2023-04,13,22,167,11,2
CUST01239,Loom,2023-05,6,14,119,16,3
CUST01240,Jira,2023-01,5,11,52,13,5
CUST01240,Jira,2023-02,5,11,48,7,6
CUST01240,Jira,2023-03,4,7,22,10,5
CUST01240,Jira,2023-04,8,13,47,9,5
CUST01240,Jira,2023-05,5,12,91,7,3
CUST01241,Bitbucket,2023-01,11,23,142,15,5
CUST01241,Bitbucket,2023-02,9,21,64,9,7
CUST01241,Bitbucket,2023-03,11,27,99,11,6
CUST01241,Bitbucket,2023-04,13,27,139,18,8
CUST01241,Bitbucket,2023-05,10,18,95,16,5
CUST01242,Jira,2023-01,3,5,32,12,1
CUST01242,Jira,2023-02,4,10,84,10,3
CUST01242,Jira,2023-03,5,10,43,13,4
CUST01242,Jira,2023-04,3,6,26,11,2
CUST01242,Jira,2023-05,5,8,45,5,1
CUST01243,Jira,2023-01,7,16,127,9,7
CUST01243,Jira,2023-02,10,27,118,14,8
CUST01243,Jira,2023-03,7,16,56,15,9
CUST01243,Jira,2023-04,10,17,60,9,6
CUST01243,Jira,2023-05,11,21,162,11,9
CUST01244,Jira,2023-01,16,26,147,16,4
CUST01244,Jira,2023-02,13,23,70,8,5
CUST01244,Jira,2023-03,13,25,86,17,2
CUST01244,Jira,2023-04,9,22,99,13,6
CUST01244,Jira,2023-05,14,24,192,8,5
CUST01245,Confluence,2023-01,19,31,188,16,3
CUST01245,Confluence,2023-02,18,45,252,18,3
CUST01245,Confluence,2023-03,12,28,180,17,2
CUST01245,Confluence,2023-04,18,41,238,7,2
CUST01245,Confluence,2023-05,15,38,173,11,1
CUST01246,Loom,2023-01,14,27,171,12,3
CUST01246,Loom,2023-02,9,23,160,12,4
CUST01246,Loom,2023-03,15,32,205,20,3
CUST01246,Loom,2023-04,12,31,155,16,5
CUST01246,Loom,2023-05,11,29,125,13,8
CUST01247,Confluence,2023-01,18,36,172,17,4
CUST01247,Confluence,2023-02,16,30,107,8,2
CUST01247,Confluence,2023-03,13,32,134,11,4
CUST01247,Confluence,2023-04,17,33,140,18,3
CUST01247,Confluence,2023-05,15,27,196,19,6
CUST01248,Jira,2023-01,7,11,76,16,1
CUST01248,Jira,2023-02,8,13,73,10,0
CUST01248,Jira,2023-03,7,18,87,17,4
CUST01248,Jira,2023-04,9,15,72,15,3
CUST01248,Jira,2023-05,8,19,63,7,4
CUST01249,Trello,2023-01,7,18,57,8,1
CUST01249,Trello,2023-02,12,25,153,18,3
CUST01249,Trello,2023-03,11,23,87,11,3
CUST01249,Trello,2023-04,13,22,85,5,3
CUST01249,Trello,2023-05,11,24,182,15,3
CUST01250,Bitbucket,2023-01,11,20,120,11,3
CUST01250,Bitbucket,2023-02,5,12,41,8,4
CUST01250,Bitbucket,2023-03,12,20,79,11,2
CUST01250,Bitbucket,2023-04,10,17,139,9,3
CUST01250,Bitbucket,2023-05,8,14,78,13,5
CUST01251,Trello,2023-01,21,35,247,12,7
CUST01251,Trello,2023-02,13,35,252,14,7
CUST01251,Trello,2023-03,17,28,164,17,8
CUST01251,Trello,2023-04,13,29,236,9,6
CUST01251,Trello,2023-05,16,33,233,15,5
CUST01252,Loom,2023-01,5,10,40,8,8
CUST01252,Loom,2023-02,6,12,62,8,5
CUST01252,Loom,2023-03,6,14,51,12,6
CUST01252,Loom,2023-04,5,11,68,8,6
CUST01252,Loom,2023-05,7,12,55,5,6
CUST01253,Trello,2023-01,5,9,27,9,2
CUST01253,Trello,2023-02,2,4,32,7,3
CUST01253,Trello,2023-03,5,8,37,9,2
CUST01253,Trello,2023-04,4,8,65,14,2
CUST01253,Trello,2023-05,4,10,68,10,2
CUST01254,Confluence,2023-01,14,27,225,18,2
CUST01254,Confluence,2023-02,10,26,217,13,2
CUST01254,Confluence,2023-03,12,23,132,14,2
CUST01254,Confluence,2023-04,12,21,151,11,1
CUST01254,Confluence,2023-05,10,25,166,9,2
CUST01255,Confluence,2023-01,31,91,674,17,8
CUST01255,Confluence,2023-02,31,103,567,8,4
CUST01255,Confluence,2023-03,31,102,510,22,8
CUST01255,Confluence,2023-04,31,87,594,22,7
CUST01255,Confluence,2023-05,31,93,517,14,9
CUST01256,Loom,2023-01,4,7,37,12,4
CUST01256,Loom,2023-02,4,11,44,10,2
CUST01256,Loom,2023-03,6,13,99,6,3
CUST01256,Loom,2023-04,5,9,69,16,1
CUST01256,Loom,2023-05,6,13,52,7,3
CUST01257,Loom,2023-01,2,4,31,6,2
CUST01257,Loom,2023-02,2,6,21,6,2
CUST01257,Loom,2023-03,3,7,36,5,4
CUST01257,Loom,2023-04,2,6,41,7,2
CUST01257,Loom,2023-05,2,4,31,9,5
CUST01258,Bitbucket,2023-01,12,22,106,10,4
CUST01258,Bitbucket,2023-02,13,25,134,16,5
CUST01258,Bitbucket,2023-03,16,28,151,10,5
CUST01258,Bitbucket,2023-04,11,27,149,13,3
CUST01258,Bitbucket,2023-05,13,25,190,7,4
CUST01259,Bitbucket,2023-01,13,22,77,6,2
CUST01259,Bitbucket,2023-02,13,24,98,11,1
CUST01259,Bitbucket,2023-03,14,25,133,8,2
CUST01259,Bitbucket,2023-04,16,27,145,13,4
CUST01259,Bitbucket,2023-05,10,19,108,12,2
CUST01260,Trello,2023-01,6,15,92,12,3
CUST01260,Trello,2023-02,8,15,106,6,4
CUST01260,Trello,2023-03,6,14,119,16,2
CUST01260,Trello,2023-04,7,17,93,12,2
CUST01260,Trello,2023-05,5,13,110,16,2
CUST01261,Jira,2023-01,12,23,99,17,8
CUST01261,Jira,2023-02,15,31,103,11,7
CUST01261,Jira,2023-03,7,17,103,14,3
CUST01261,Jira,2023-04,15,28,103,13,5
CUST01261,Jira,2023-05,9,20,159,13,9
CUST01262,Jira,2023-01,9,19,156,13,4
CUST01262,Jira,2023-02,10,20,143,14,4
CUST01262,Jira,2023-03,11,24,160,8,3
CUST01262,Jira,2023-04,11,21,123,6,3
CUST01262,Jira,2023-05,12,21,107,14,0
CUST01263,Bitbucket,2023-01,13,21,118,8,4
CUST01263,Bitbucket,2023-02,11,18,152,13,4
CUST01263,Bitbucket,2023-03,8,17,65,11,3
CUST01263,Bitbucket,2023-04,7,13,90,8,6
CUST01263,Bitbucket,2023-05,8,20,68,14,4
CUST01264,Trello,2023-01,8,18,102,7,5
CUST01264,Trello,2023-02,9,16,103,6,6
CUST01264,Trello,2023-03,9,14,108,13,7
CUST01264,Trello,2023-04,10,18,89,16,6
CUST01264,Trello,2023-05,12,22,135,13,5
CUST01265,Jira,2023-01,3,6,31,9,0
CUST01265,Jira,2023-02,4,9,75,7,0
CUST01265,Jira,2023-03,5,13,50,10,1
CUST01265,Jira,2023-04,4,11,65,10,0
CUST01265,Jira,2023-05,9,16,52,12,2
CUST01266,Loom,2023-01,6,11,48,9,1
CUST01266,Loom,2023-02,5,10,77,8,1
CUST01266,Loom,2023-03,5,9,76,16,1
